0.801857585,0.284933736,0.502621369,0.38376794,0.382779199,0.675794456,0.626168611,0.176285609,0.61906971,0.383724821,0.623545353,0.692128133,0.871318285,1
0.530959752,0.186119507,0.63368984,0.38376794,0.308184143,0.506761325,0.442086539,0.305771365,0.328354055,0.258248009,0.51992667,0.455110249,0.588109424,1
0.874097007,0.228745253,0.54456328,0.080553871,0.350809889,0.794117647,0.692355423,0.305771365,0.798447455,0.530114435,0.583692013,0.631078072,0.897191687,1
0.716718266,0.234557855,0.701845444,0.33828583,0.489343564,0.692697769,0.516546703,0.490751017,0.402579328,0.429732985,0.527897338,0.605939812,0.776915331,1
0.530959752,0.201619778,0.36631016,0.100768142,0.244245524,0.598039216,0.615826921,0.083795782,0.782983856,0.505019072,0.51992667,0.598757452,0.619577075,1
0.57997936,0.637564907,0.497378631,0.358500101,0.361466326,0.570993915,0.483453297,0.361265261,0.396393889,0.267449642,0.280806632,0.631078072,0.290914939,1
0.162022704,0.25199566,0.492135892,0.38376794,0.308184143,0.699459094,0.406924795,0.083795782,0.300519577,0.174596801,0.551809342,0.616713352,0.056655758,2
0.324561404,0.201619778,0.408252071,0.434303618,0.116368286,0.236308316,0.359353024,0.453755087,0.38711573,0.187144482,0.424278655,0.692128133,0.172037146,2
0.432920537,0.056304735,0.471164937,0.38376794,0.31884058,0.42224476,0.340737983,0.32426933,0.334539494,0.12189654,0.607604017,0.688536953,0.130080277,2
0.213622291,0.151243897,0.340096466,0.525267839,0.180306905,0.347870183,0.270414495,0.32426933,0.356188532,0.065850231,0.384425315,0.749587014,0.161547929,2
0.334881321,0.414748508,0.460679459,0.38376794,0.201619778,0.506761325,0.404856457,0.231779504,0.49845364,0.082580472,0.543838674,0.738813474,0.018195295,2
0.009803922,0.158994032,0.450193981,0.560642814,0.169650469,0.510141988,0.388309754,0.731224565,0.50463908,0.06166767,0.990196078,0.584392731,0.100011188,2
0.280701754,0.269433465,0.188057041,0.358500101,0.297527707,0.432386748,0.388309754,0.250277469,0.315983176,0.178779362,0.639486689,0.616713352,0.311893374,2
0.409700722,0.116368286,0.397766593,0.484839297,0.361466326,0.178837052,0.059444031,0.749722531,0.315983176,0.538479556,0.089510601,0.110356963,0.262943694,3
0.745098039,0.842943502,0.465922198,0.484839297,0.116368286,0.009803922,0.009803922,0.509248983,0.093307354,0.312621294,0.089510601,0.031351002,0.105605438,3
0.577399381,0.505812602,0.492135892,0.409035779,0.308184143,0.287018256,0.111152478,0.897706252,0.461341003,0.782741083,0.073569265,0.095992243,0.287418534,3
0.45872033,0.329497016,0.492135892,0.459571457,0.180306905,0.148411089,0.044965666,0.657232704,0.080936476,0.73087725,0.081539933,0.139086404,0.1440659,3
0.469040248,0.313996745,0.555048757,0.686982009,0.308184143,0.067275186,0.164929263,0.268775435,0.139698151,0.379542261,0.153275945,0.042124542,0.207001203,3
0.714138287,0.1628691,0.712330922,0.459571457,0.670502984,0.675794456,0.506205014,0.694228635,0.300519577,0.354446898,0.623545353,0.631078072,0.679015972,1
0.6625387,0.201619778,0.58650519,0.510107136,0.5,0.679175118,0.514478365,0.139289678,0.640718748,0.425550425,0.408337319,0.641851612,0.598598641,1
0.618679051,0.209369914,0.670389011,0.287750152,0.254901961,0.64198783,0.547571771,0.398261191,0.331446774,0.304256173,0.360513311,0.710084034,0.651044726,1
0.78121775,0.191932109,0.45543672,0.282696584,0.28687127,0.574374577,0.42140316,0.250277469,0.49536092,0.295891053,0.456161326,0.842957696,0.539159744,1
0.667698658,0.188057041,0.534077802,0.439357186,0.393435635,0.645368492,0.599280218,0.176285609,0.486082761,0.47992371,0.496014666,0.587983912,0.87481469,1
0.479360165,0.176431838,0.617961623,0.373660805,0.276214834,0.516903313,0.429676512,0.250277469,0.334539494,0.231479623,0.496014666,0.857322416,0.525174121,1
0.211042312,0.277183601,0.733301877,0.560642814,0.691815857,0.219405003,0.144245884,0.028301887,0.365466691,0.111858395,0.384425315,0.365330748,0.252454477,2
0.445820433,0.21712005,0.450193981,0.424196483,0.180306905,0.42224476,0.462769918,0.250277469,0.430413806,0.228970086,0.551809342,0.681354593,0.314690498,2
